Year,Performing/Funding,Country,Region,Sector,Source,Source sub-category,Product group,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2009,Performing research and development,,,,,,Aerospace,Percentage (%),Undefined,Units,,0.09413831654233687
2009,Performing research and development,,,,,,Other manufactured goods,Percentage (%),Undefined,Units,,0.006293011610606421
2009,Performing research and development,,,,,,"Electricity, gas and water supply; Waste management 6",Percentage (%),Undefined,Units,,0.004816080314239608
2009,Performing research and development,,,,,,Construction,Percentage (%),Undefined,Units,,
2009,Performing research and development,,,,,,Wholesale and retail trade,Percentage (%),Undefined,Units,,0.00488029471842947
2009,Performing research and development,,,,,,"Transport and storage, incl. postal and courier activities",Percentage (%),Undefined,Units,,0.0015411457005566746
2009,Performing research and development,,,,,,Telecommunications,Percentage (%),Undefined,Units,,0.08540515757251572
2009,Performing research and development,,,,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),Undefined,Units,,0.035638994325373104
2009,Performing research and development,,,,,,Computer programming and information service activities 7,Percentage (%),Undefined,Units,,0.0889369498029581
2009,Performing research and development,,,,,,Software development 7,Percentage (%),Undefined,Units,,
2009,Performing research and development,,,,,,Research and development services,Percentage (%),Undefined,Units,,0.03255670292425975
2009,Performing research and development,,,,,,Public administration,Percentage (%),Undefined,Units,,0.004687651505859885
2009,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,0.005843510781277391
2009,Performing research and development,England,North West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000002,0.03602428075051227
2009,Performing research and development,England,North West,Business,,,,Percentage (%),Undefined,Units,E12000002,0.12367694246967313
2009,Performing research and development,England,North West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000002,
2009,Performing research and development,England,North West,Total,,,,Percentage (%),Undefined,Units,E12000002,
2009,Performing research and development,England,North East,Government,,,,Percentage (%),Undefined,Units,E12000001,6.421440418986145e-05
2009,Performing research and development,England,North East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000001,0.014255597730149241
2009,Performing research and development,England,North East,Business,,,,Percentage (%),Undefined,Units,E12000001,0.020227537319806355
2009,Performing research and development,England,North East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000001,
2009,Performing research and development,England,North East,Total,,,,Percentage (%),Undefined,Units,E12000001,
2009,Performing research and development,England,Yorkshire and the Humber,Government,,,,Percentage (%),Undefined,Units,,0.003917078655581548
2009,Performing research and development,England,Yorkshire and the Humber,"Higher
Education",,,,Percentage (%),Undefined,Units,,0.031079771627892938
2009,Performing research and development,England,Yorkshire and the Humber,Business,,,,Percentage (%),Undefined,Units,,0.029153339502197093
2009,Performing research and development,England,Yorkshire and the Humber,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,,
2009,Performing research and development,England,Yorkshire and the Humber,Total,,,,Percentage (%),Undefined,Units,,
2009,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,0.006100368398036837
2009,Performing research and development,England,East Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000004,0.021319182191034
2009,Performing research and development,England,East Midlands,Business,,,,Percentage (%),Undefined,Units,E12000004,0.06370068895634255
2009,Performing research and development,England,East Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000004,
2009,Performing research and development,England,East Midlands,Total,,,,Percentage (%),Undefined,Units,E12000004,
2009,Performing research and development,England,West Midlands,Government,,,,Percentage (%),Undefined,Units,E12000005,0.00019264321256958432
2009,Performing research and development,England,West Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000005,0.021254967786844138
2009,Performing research and development,England,West Midlands,Business,,,,Percentage (%),Undefined,Units,E12000005,0.05445381475300251
2009,Performing research and development,England,West Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000005,
2009,Performing research and development,England,West Midlands,Total,,,,Percentage (%),Undefined,Units,E12000005,
2009,Performing research and development,England,East of England,Government,,,,Percentage (%),Undefined,Units,E12000006,0.025172046442425683
2009,Performing research and development,England,East of England,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000006,0.03640956717565144
2009,Performing research and development,England,East of England,Business,,,,Percentage (%),Undefined,Units,E12000006,0.24478530877175184
2009,Performing research and development,England,East of England,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000006,
2009,Performing research and development,England,East of England,Total,,,,Percentage (%),Undefined,Units,E12000006,
2009,Performing research and development,England,London,Government,,,,Percentage (%),Undefined,Units,E12000007,0.020805466957515107
2009,Performing research and development,England,London,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000007,0.10216511706606955
2009,Performing research and development,England,London,Business,,,,Percentage (%),Undefined,Units,E12000007,0.05824246460020433
2009,Performing research and development,England,London,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000007,
2009,Performing research and development,England,London,Total,,,,Percentage (%),Undefined,Units,E12000007,
2009,Performing research and development,England,South East,Government,,,,Percentage (%),Undefined,Units,E12000008,0.05117888013931957
2009,Performing research and development,England,South East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000008,0.059912039109140725
2009,Performing research and development,England,South East,Business,,,,Percentage (%),Undefined,Units,E12000008,0.24131773094549933
2009,Performing research and development,England,South East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000008,
2009,Performing research and development,England,South East,Total,,,,Percentage (%),Undefined,Units,E12000008,
2009,Performing research and development,England,South West,Government,,,,Percentage (%),Undefined,Units,E12000009,0.02542890405918513
2009,Performing research and development,England,South West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000009,0.020677038149135386
2009,Performing research and development,England,South West,Business,,,,Percentage (%),Undefined,Units,E12000009,0.08662523125212308
2009,Performing research and development,England,South West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000009,
2009,Performing research and development,England,South West,Total,,,,Percentage (%),Undefined,Units,E12000009,
2009,Performing research and development,England,,Government,,,,Percentage (%),Undefined,Units,E92000001,0.13870311305010072
2009,Performing research and development,England,,"Higher
Education",,,,Percentage (%),Undefined,Units,E92000001,0.34322599039480944
2009,Performing research and development,England,,Business,,,,Percentage (%),Undefined,Units,E92000001,0.9221188441664103
2009,Performing research and development,England,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E92000001,
2009,Performing research and development,England,,Total,,,,Percentage (%),Undefined,Units,E92000001,
2009,Performing research and development,Wales,,Government,,,,Percentage (%),Undefined,Units,W92000004,0.0015411457005566746
2009,Performing research and development,Wales,,"Higher
Education",,,,Percentage (%),Undefined,Units,W92000004,0.015475671409756609
2009,Performing research and development,Wales,,Business,,,,Percentage (%),Undefined,Units,W92000004,0.015604100218136331
2009,Performing research and development,Wales,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,W92000004,
2009,Performing research and development,Wales,,Total,,,,Percentage (%),Undefined,Units,W92000004,
2009,Performing research and development,Scotland,,Government,,,,Percentage (%),Undefined,Units,S92000003,0.019392750065338155
2009,Performing research and development,Scotland,,"Higher
Education",,,,Percentage (%),Undefined,Units,S92000003,0.058049821387634745
2009,Performing research and development,Scotland,,Business,,,,Percentage (%),Undefined,Units,S92000003,0.04051928904380257
2009,Performing research and development,Scotland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,S92000003,
2009,Performing research and development,Scotland,,Total,,,,Percentage (%),Undefined,Units,S92000003,
2009,Performing research and development,Northern Ireland,,Government,,,,Percentage (%),Undefined,Units,N92000002,0.0012200736796073675
2009,Performing research and development,Northern Ireland,,"Higher
Education",,,,Percentage (%),Undefined,Units,N92000002,0.009567946224289355
