Year,Country,Region,Ethnicity,Sex,Health Board (Wales),Local Authority County/ Unitary Authority,IMD Deciles (England),IMD Quintiles,BMI,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2010/11,Scotland,,,,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.8196410331241
2010/11,Scotland,,,,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.69405126708497
2011/12,Scotland,,,,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.24516141334401
2011/12,Scotland,,,,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.0874091871174
2011/12,Scotland,,,,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.8392540472513
2012/13,Scotland,,,,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.15977723454702
2012/13,Scotland,,,,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.9598581064936
2012/13,Scotland,,,,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.36276582057455
2013/14,Scotland,,,,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.03430098340392
2013/14,Scotland,,,,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.4352425790267
2013/14,Scotland,,,,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.2084961736316
2014/15,Scotland,,,,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.11891419838439
2014/15,Scotland,,,,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.0024015719379
2014/15,Scotland,,,,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.81915435557819
2015/16,Scotland,,,,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.15047377925051
2015/16,Scotland,,,,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.1656086527542
2015/16,Scotland,,,,,,,,Obese,Undefined,Units,Percentage (%),S92000003,9.95960310516223
2016/17,Scotland,,,,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.974588369658323
2016/17,Scotland,,,,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.3727039116779
2016/17,Scotland,,,,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.5110878461977
2017/18,Scotland,,,,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.09221466364323
2017/18,Scotland,,,,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.2826908541194
2017/18,Scotland,,,,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.1965230536659
2018/19,Scotland,,,,,,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.980304586664284
2018/19,Scotland,,,,,,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.1901656915725
2018/19,Scotland,,,,,,,,Obese,Undefined,Units,Percentage (%),S92000003,10.2496538787905
2012/13,Wales,,,,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,0.6
2012/13,Wales,,,,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.9
2012/13,Wales,,,,,,,,Obese,Undefined,Units,Percentage (%),W92000004,11.3
2013/14,Wales,,,,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,0.8
2013/14,Wales,,,,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.6
2013/14,Wales,,,,,,,,Obese,Undefined,Units,Percentage (%),W92000004,11.8
2014/15,Wales,,,,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,0.9
2014/15,Wales,,,,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.5
2014/15,Wales,,,,,,,,Obese,Undefined,Units,Percentage (%),W92000004,11.6
2015/16,Wales,,,,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,1.0
2015/16,Wales,,,,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.5
2015/16,Wales,,,,,,,,Obese,Undefined,Units,Percentage (%),W92000004,11.7
2016/17,Wales,,,,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,0.8
2016/17,Wales,,,,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.7
2016/17,Wales,,,,,,,,Obese,Undefined,Units,Percentage (%),W92000004,12.4
2017/18,Wales,,,,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,0.8
2017/18,Wales,,,,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.3
2017/18,Wales,,,,,,,,Obese,Undefined,Units,Percentage (%),W92000004,12.0
2012/13,Wales,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,0.7
2012/13,Wales,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,15.5
2012/13,Wales,,,Male,,,,,Obese,Undefined,Units,Percentage (%),W92000004,11.3
2012/13,Wales,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,0.5
2012/13,Wales,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.2
2012/13,Wales,,,Female,,,,,Obese,Undefined,Units,Percentage (%),W92000004,11.4
2013/14,Wales,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,1.0
2013/14,Wales,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,15.4
2013/14,Wales,,,Male,,,,,Obese,Undefined,Units,Percentage (%),W92000004,12.0
2013/14,Wales,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,0.6
2013/14,Wales,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,13.8
2013/14,Wales,,,Female,,,,,Obese,Undefined,Units,Percentage (%),W92000004,11.7
2014/15,Wales,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,1.1
2014/15,Wales,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.7
2014/15,Wales,,,Male,,,,,Obese,Undefined,Units,Percentage (%),W92000004,12.2
2014/15,Wales,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,0.7
2014/15,Wales,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.3
2014/15,Wales,,,Female,,,,,Obese,Undefined,Units,Percentage (%),W92000004,11.0
2015/16,Wales,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,1.2
2015/16,Wales,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.8
2015/16,Wales,,,Male,,,,,Obese,Undefined,Units,Percentage (%),W92000004,11.9
2015/16,Wales,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,0.7
2015/16,Wales,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.2
2015/16,Wales,,,Female,,,,,Obese,Undefined,Units,Percentage (%),W92000004,11.5
2016/17,Wales,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,1.0
2016/17,Wales,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.4
2016/17,Wales,,,Male,,,,,Obese,Undefined,Units,Percentage (%),W92000004,12.7
2016/17,Wales,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,0.5
2016/17,Wales,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,15.0
2016/17,Wales,,,Female,,,,,Obese,Undefined,Units,Percentage (%),W92000004,12.0
2017/18,Wales,,,Male,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,1.0
2017/18,Wales,,,Male,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.1
2017/18,Wales,,,Male,,,,,Obese,Undefined,Units,Percentage (%),W92000004,12.4
2017/18,Wales,,,Female,,,,,Underweight,Undefined,Units,Percentage (%),W92000004,0.6
2017/18,Wales,,,Female,,,,,Overweight,Undefined,Units,Percentage (%),W92000004,14.6
2017/18,Wales,,,Female,,,,,Obese,Undefined,Units,Percentage (%),W92000004,11.7
2010/11,Northern Ireland,,,,,,,,Obese,Undefined,Units,Percentage (%),N92000002,5.68497094697167
2011/12,Northern Ireland,,,,,,,,Obese,Undefined,Units,Percentage (%),N92000002,5.148298327942051
2012/13,Northern Ireland,,,,,,,,Obese,Undefined,Units,Percentage (%),N92000002,4.997456765005088
2013/14,Northern Ireland,,,,,,,,Obese,Undefined,Units,Percentage (%),N92000002,4.993435263224733
2014/15,Northern Ireland,,,,,,,,Obese,Undefined,Units,Percentage (%),N92000002,5.187950801018264
2010/11,Northern Ireland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),N92000002,4.572605561277028
2011/12,Northern Ireland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),N92000002,4.307282415630576
2012/13,Northern Ireland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),N92000002,4.280059376546262
2013/14,Northern Ireland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),N92000002,4.248284982229915
2014/15,Northern Ireland,,,Male,,,,,Obese,Undefined,Units,Percentage (%),N92000002,4.026032915850123
2010/11,Northern Ireland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),N92000002,6.83487703609069
2011/12,Northern Ireland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),N92000002,6.034240808307581
2012/13,Northern Ireland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),N92000002,5.756148613291486
2013/14,Northern Ireland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),N92000002,5.776580958999258
2014/15,Northern Ireland,,,Female,,,,,Obese,Undefined,Units,Percentage (%),N92000002,6.4044395959277205
2018/19,England,,,,,,1 (Most Deprived),,Underweight,Undefined,Units,Percentage (%),E92000001,1.0969427687269
2018/19,England,,,,,,2,,Underweight,Undefined,Units,Percentage (%),E92000001,1.10601860745945
2018/19,England,,,,,,3,,Underweight,Undefined,Units,Percentage (%),E92000001,1.13698380935055
2018/19,England,,,,,,4,,Underweight,Undefined,Units,Percentage (%),E92000001,1.02773219288213
2018/19,England,,,,,,5,,Underweight,Undefined,Units,Percentage (%),E92000001,0.970786678151019
2018/19,England,,,,,,6,,Underweight,Undefined,Units,Percentage (%),E92000001,0.835571471202626
2018/19,England,,,,,,7,,Underweight,Undefined,Units,Percentage (%),E92000001,0.820500855498522
2018/19,England,,,,,,8,,Underweight,Undefined,Units,Percentage (%),E92000001,0.822381211602768
2018/19,England,,,,,,9,,Underweight,Undefined,Units,Percentage (%),E92000001,0.799320384600533
2018/19,England,,,,,,10 (Least Deprived,,Underweight,Undefined,Units,Percentage (%),E92000001,0.750083890961489
2018/19,England,,,,,,1 (Most Deprived),,Overweight,Undefined,Units,Percentage (%),E92000001,13.9363508290286
2018/19,England,,,,,,2,,Overweight,Undefined,Units,Percentage (%),E92000001,13.4876636386091
2018/19,England,,,,,,3,,Overweight,Undefined,Units,Percentage (%),E92000001,13.2799708932145
2018/19,England,,,,,,4,,Overweight,Undefined,Units,Percentage (%),E92000001,13.052198849603
2018/19,England,,,,,,5,,Overweight,Undefined,Units,Percentage (%),E92000001,12.973729543497
2018/19,England,,,,,,6,,Overweight,Undefined,Units,Percentage (%),E92000001,12.9532229185318
2018/19,England,,,,,,7,,Overweight,Undefined,Units,Percentage (%),E92000001,12.589438481879
2018/19,England,,,,,,8,,Overweight,Undefined,Units,Percentage (%),E92000001,12.3259973559375
2018/19,England,,,,,,9,,Overweight,Undefined,Units,Percentage (%),E92000001,12.0264895547747
2018/19,England,,,,,,10 (Least Deprived,,Overweight,Undefined,Units,Percentage (%),E92000001,11.4289098122816
2018/19,England,,,,,,1 (Most Deprived),,Obese,Undefined,Units,Percentage (%),E92000001,13.2596418981565
2018/19,England,,,,,,2,,Obese,Undefined,Units,Percentage (%),E92000001,12.1332711255043
2018/19,England,,,,,,3,,Obese,Undefined,Units,Percentage (%),E92000001,11.3182948274817
2018/19,England,,,,,,4,,Obese,Undefined,Units,Percentage (%),E92000001,10.2988711522204
2018/19,England,,,,,,5,,Obese,Undefined,Units,Percentage (%),E92000001,9.40819695664657
2018/19,England,,,,,,6,,Obese,Undefined,Units,Percentage (%),E92000001,8.85929573261713
2018/19,England,,,,,,7,,Obese,Undefined,Units,Percentage (%),E92000001,7.76948203453103
2018/19,England,,,,,,8,,Obese,Undefined,Units,Percentage (%),E92000001,7.41115172252897
2018/19,England,,,,,,9,,Obese,Undefined,Units,Percentage (%),E92000001,6.72664787427115
2018/19,England,,,,,,10 (Least Deprived,,Obese,Undefined,Units,Percentage (%),E92000001,5.85262825447583
2018/19,England,North East,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000001,0.631151048352589
2018/19,England,North East,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000001,13.4859506489802
2018/19,England,North East,,,,,,,Obese,Undefined,Units,Percentage (%),E12000001,10.8294109256882
2018/19,England,North West,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.775812331978935
2018/19,England,North West,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000002,13.8295913482194
2018/19,England,North West,,,,,,,Obese,Undefined,Units,Percentage (%),E12000002,10.5876287394277
2018/19,England,Yorkshire and The Humber,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000003,0.890931884663602
2018/19,England,Yorkshire and The Humber,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000003,13.4609277058086
2018/19,England,Yorkshire and The Humber,,,,,,,Obese,Undefined,Units,Percentage (%),E12000003,10.2147931466778
2018/19,England,East Midlands,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000004,1.0411326260993
2018/19,England,East Midlands,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000004,13.3513428244666
2018/19,England,East Midlands,,,,,,,Obese,Undefined,Units,Percentage (%),E12000004,9.3070946878574
2018/19,England,West Midlands,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000005,1.02099788094779
2018/19,England,West Midlands,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000005,13.154424077175
2018/19,England,West Midlands,,,,,,,Obese,Undefined,Units,Percentage (%),E12000005,10.6115614302861
2018/19,England,East of England,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000006,0.990749117226486
2018/19,England,East of England,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000006,12.3223509498935
2018/19,England,East of England,,,,,,,Obese,Undefined,Units,Percentage (%),E12000006,8.68911781013803
2018/19,England,London,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.58752397991076
2018/19,England,London,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000007,11.6019658138081
2018/19,England,London,,,,,,,Obese,Undefined,Units,Percentage (%),E12000007,10.1642489168625
2018/19,England,South East,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.705414909326562
2018/19,England,South East,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000008,12.6592229812279
2018/19,England,South East,,,,,,,Obese,Undefined,Units,Percentage (%),E12000008,8.53084596670527
2018/19,England,South West,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000009,0.630762666270894
2018/19,England,South West,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000009,13.3035267053782
2018/19,England,South West,,,,,,,Obese,Undefined,Units,Percentage (%),E12000009,8.74348366510213
2010/11,Northern Ireland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,7.477312480130715
2010/11,Northern Ireland,,,,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,5.48519964249493
2010/11,Northern Ireland,,,,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,5.934735697987812
2010/11,Northern Ireland,,,,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,5.433867181441521
2010/11,Northern Ireland,,,,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,3.9179818301880722
2010/11,Northern Ireland,,,Male,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,6.218963101054703
2010/11,Northern Ireland,,,Male,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,5.124576340493285
2010/11,Northern Ireland,,,Male,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,4.680563407959698
2010/11,Northern Ireland,,,Male,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,3.9149748732735
2010/11,Northern Ireland,,,Male,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,2.8321259141097292
2010/11,Northern Ireland,,,Female,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,8.73667806347748
2010/11,Northern Ireland,,,Female,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,5.863200168906685
2010/11,Northern Ireland,,,Female,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,7.287103840404323
2010/11,Northern Ireland,,,Female,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,6.952862745206036
2010/11,Northern Ireland,,,Female,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,5.053162096300974
2011/12,Northern Ireland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,6.493547826170645
2011/12,Northern Ireland,,,,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,5.4828982164514715
2011/12,Northern Ireland,,,,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,5.1622251618309125
2011/12,Northern Ireland,,,,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,4.990513114062199
2011/12,Northern Ireland,,,,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,3.280411535823253
2011/12,Northern Ireland,,,Male,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,5.289062273309146
2011/12,Northern Ireland,,,Male,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,4.44437897703925
2011/12,Northern Ireland,,,Male,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,4.639601029050168
2011/12,Northern Ireland,,,Male,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,4.279204588090817
2011/12,Northern Ireland,,,Male,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,2.582559305966086
2011/12,Northern Ireland,,,Female,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,7.804187831882363
2011/12,Northern Ireland,,,Female,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,6.559023354770612
2011/12,Northern Ireland,,,Female,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,5.711865423151217
2011/12,Northern Ireland,,,Female,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,5.720114273246384
2011/12,Northern Ireland,,,Female,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,4.028028614448273
2012/13,Northern Ireland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,6.157824684600797
2012/13,Northern Ireland,,,,,,,2,Obese,Undefined,Units,Percentage (%),N92000002,5.3583445998873875
2012/13,Northern Ireland,,,,,,,3,Obese,Undefined,Units,Percentage (%),N92000002,4.698531726522829
2012/13,Northern Ireland,,,,,,,4,Obese,Undefined,Units,Percentage (%),N92000002,4.893928683284703
2012/13,Northern Ireland,,,,,,,5,Obese,Undefined,Units,Percentage (%),N92000002,3.7358317686438545
2012/13,Northern Ireland,,,Male,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),N92000002,5.257003922059087
